month,sector6_code,sector6_label,rate_name,rate_value,series_id
2019-03,RET,Retail trade,layoffs_discharges_rate,1.2,JTS440000000000000LDR
2019-04,MFG,Manufacturing,job_openings_rate,3.4,JTS300000000000000JOR
2019-04,MFG,Manufacturing,hires_rate,2.7,JTS300000000000000HIR
2019-04,MFG,Manufacturing,quits_rate,1.8,JTS300000000000000QUR
2019-04,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2019-04,INF,Information,job_openings_rate,3.8,JTS510000000000000JOR
2019-04,INF,Information,hires_rate,3.3,JTS510000000000000HIR
2019-04,INF,Information,quits_rate,1.8,JTS510000000000000QUR
2019-04,INF,Information,layoffs_discharges_rate,1.3,JTS510000000000000LDR
2019-04,FAS,Financial activities,job_openings_rate,3.9,JTS510099000000000JOR
2019-04,FAS,Financial activities,hires_rate,2.6,JTS510099000000000HIR
2019-04,FAS,Financial activities,quits_rate,1.6,JTS510099000000000QUR
2019-04,FAS,Financial activities,layoffs_discharges_rate,0.5,JTS510099000000000LDR
2019-04,PBS,Professional and business services,job_openings_rate,5.2,JTS540099000000000JOR
2019-04,PBS,Professional and business services,hires_rate,5.9,JTS540099000000000HIR
2019-04,PBS,Professional and business services,quits_rate,3.1,JTS540099000000000QUR
2019-04,PBS,Professional and business services,layoffs_discharges_rate,2.3,JTS540099000000000LDR
2019-04,HCS,Health care and social assistance,job_openings_rate,5.9,JTS620000000000000JOR
2019-04,HCS,Health care and social assistance,hires_rate,3.1,JTS620000000000000HIR
2019-04,HCS,Health care and social assistance,quits_rate,2.0,JTS620000000000000QUR
2019-04,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2019-04,RET,Retail trade,job_openings_rate,4.6,JTS440000000000000JOR
2019-04,RET,Retail trade,hires_rate,4.8,JTS440000000000000HIR
2019-04,RET,Retail trade,quits_rate,3.2,JTS440000000000000QUR
2019-04,RET,Retail trade,layoffs_discharges_rate,1.4,JTS440000000000000LDR
2019-05,MFG,Manufacturing,job_openings_rate,3.5,JTS300000000000000JOR
2019-05,MFG,Manufacturing,hires_rate,2.6,JTS300000000000000HIR
2019-05,MFG,Manufacturing,quits_rate,1.6,JTS300000000000000QUR
2019-05,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2019-05,INF,Information,job_openings_rate,4.3,JTS510000000000000JOR
2019-05,INF,Information,hires_rate,3.5,JTS510000000000000HIR
2019-05,INF,Information,quits_rate,1.8,JTS510000000000000QUR
2019-05,INF,Information,layoffs_discharges_rate,1.3,JTS510000000000000LDR
2019-05,FAS,Financial activities,job_openings_rate,4.2,JTS510099000000000JOR
2019-05,FAS,Financial activities,hires_rate,2.6,JTS510099000000000HIR
2019-05,FAS,Financial activities,quits_rate,1.4,JTS510099000000000QUR
2019-05,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2019-05,PBS,Professional and business services,job_openings_rate,5.6,JTS540099000000000JOR
2019-05,PBS,Professional and business services,hires_rate,5.3,JTS540099000000000HIR
2019-05,PBS,Professional and business services,quits_rate,2.9,JTS540099000000000QUR
2019-05,PBS,Professional and business services,layoffs_discharges_rate,2.1,JTS540099000000000LDR
2019-05,HCS,Health care and social assistance,job_openings_rate,5.7,JTS620000000000000JOR
2019-05,HCS,Health care and social assistance,hires_rate,3.0,JTS620000000000000HIR
2019-05,HCS,Health care and social assistance,quits_rate,1.7,JTS620000000000000QUR
2019-05,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2019-05,RET,Retail trade,job_openings_rate,4.6,JTS440000000000000JOR
2019-05,RET,Retail trade,hires_rate,4.9,JTS440000000000000HIR
2019-05,RET,Retail trade,quits_rate,3.4,JTS440000000000000QUR
2019-05,RET,Retail trade,layoffs_discharges_rate,1.3,JTS440000000000000LDR
2019-06,MFG,Manufacturing,job_openings_rate,3.5,JTS300000000000000JOR
2019-06,MFG,Manufacturing,hires_rate,2.5,JTS300000000000000HIR
2019-06,MFG,Manufacturing,quits_rate,1.6,JTS300000000000000QUR
2019-06,MFG,Manufacturing,layoffs_discharges_rate,0.8,JTS300000000000000LDR
2019-06,INF,Information,job_openings_rate,4.3,JTS510000000000000JOR
2019-06,INF,Information,hires_rate,3.3,JTS510000000000000HIR
2019-06,INF,Information,quits_rate,1.5,JTS510000000000000QUR
2019-06,INF,Information,layoffs_discharges_rate,1.1,JTS510000000000000LDR
2019-06,FAS,Financial activities,job_openings_rate,4.2,JTS510099000000000JOR
2019-06,FAS,Financial activities,hires_rate,2.5,JTS510099000000000HIR
2019-06,FAS,Financial activities,quits_rate,1.5,JTS510099000000000QUR
2019-06,FAS,Financial activities,layoffs_discharges_rate,0.7,JTS510099000000000LDR
2019-06,PBS,Professional and business services,job_openings_rate,5.6,JTS540099000000000JOR
2019-06,PBS,Professional and business services,hires_rate,5.2,JTS540099000000000HIR
2019-06,PBS,Professional and business services,quits_rate,3.0,JTS540099000000000QUR
2019-06,PBS,Professional and business services,layoffs_discharges_rate,1.8,JTS540099000000000LDR
2019-06,HCS,Health care and social assistance,job_openings_rate,5.5,JTS620000000000000JOR
2019-06,HCS,Health care and social assistance,hires_rate,2.9,JTS620000000000000HIR
2019-06,HCS,Health care and social assistance,quits_rate,1.8,JTS620000000000000QUR
2019-06,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2019-06,RET,Retail trade,job_openings_rate,5.0,JTS440000000000000JOR
2019-06,RET,Retail trade,hires_rate,5.1,JTS440000000000000HIR
2019-06,RET,Retail trade,quits_rate,3.4,JTS440000000000000QUR
2019-06,RET,Retail trade,layoffs_discharges_rate,1.2,JTS440000000000000LDR
2019-07,MFG,Manufacturing,job_openings_rate,3.4,JTS300000000000000JOR
2019-07,MFG,Manufacturing,hires_rate,2.6,JTS300000000000000HIR
2019-07,MFG,Manufacturing,quits_rate,1.5,JTS300000000000000QUR
2019-07,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2019-07,INF,Information,job_openings_rate,5.0,JTS510000000000000JOR
2019-07,INF,Information,hires_rate,3.4,JTS510000000000000HIR
2019-07,INF,Information,quits_rate,1.5,JTS510000000000000QUR
2019-07,INF,Information,layoffs_discharges_rate,2.0,JTS510000000000000LDR
2019-07,FAS,Financial activities,job_openings_rate,4.2,JTS510099000000000JOR
2019-07,FAS,Financial activities,hires_rate,2.8,JTS510099000000000HIR
2019-07,FAS,Financial activities,quits_rate,1.5,JTS510099000000000QUR
2019-07,FAS,Financial activities,layoffs_discharges_rate,0.7,JTS510099000000000LDR
2019-07,PBS,Professional and business services,job_openings_rate,5.5,JTS540099000000000JOR
2019-07,PBS,Professional and business services,hires_rate,5.4,JTS540099000000000HIR
2019-07,PBS,Professional and business services,quits_rate,3.3,JTS540099000000000QUR
2019-07,PBS,Professional and business services,layoffs_discharges_rate,1.9,JTS540099000000000LDR
2019-07,HCS,Health care and social assistance,job_openings_rate,5.5,JTS620000000000000JOR
2019-07,HCS,Health care and social assistance,hires_rate,3.1,JTS620000000000000HIR
2019-07,HCS,Health care and social assistance,quits_rate,2.1,JTS620000000000000QUR
2019-07,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2019-07,RET,Retail trade,job_openings_rate,5.1,JTS440000000000000JOR
2019-07,RET,Retail trade,hires_rate,5.1,JTS440000000000000HIR
2019-07,RET,Retail trade,quits_rate,3.4,JTS440000000000000QUR
2019-07,RET,Retail trade,layoffs_discharges_rate,1.4,JTS440000000000000LDR
2019-08,MFG,Manufacturing,job_openings_rate,3.3,JTS300000000000000JOR
2019-08,MFG,Manufacturing,hires_rate,2.6,JTS300000000000000HIR
2019-08,MFG,Manufacturing,quits_rate,1.6,JTS300000000000000QUR
2019-08,MFG,Manufacturing,layoffs_discharges_rate,0.8,JTS300000000000000LDR
2019-08,INF,Information,job_openings_rate,4.3,JTS510000000000000JOR
2019-08,INF,Information,hires_rate,3.2,JTS510000000000000HIR
2019-08,INF,Information,quits_rate,1.7,JTS510000000000000QUR
2019-08,INF,Information,layoffs_discharges_rate,1.3,JTS510000000000000LDR
2019-08,FAS,Financial activities,job_openings_rate,4.2,JTS510099000000000JOR
2019-08,FAS,Financial activities,hires_rate,2.7,JTS510099000000000HIR
2019-08,FAS,Financial activities,quits_rate,1.6,JTS510099000000000QUR
2019-08,FAS,Financial activities,layoffs_discharges_rate,0.7,JTS510099000000000LDR
2019-08,PBS,Professional and business services,job_openings_rate,5.6,JTS540099000000000JOR
2019-08,PBS,Professional and business services,hires_rate,5.4,JTS540099000000000HIR
2019-08,PBS,Professional and business services,quits_rate,3.0,JTS540099000000000QUR
2019-08,PBS,Professional and business services,layoffs_discharges_rate,1.9,JTS540099000000000LDR
2019-08,HCS,Health care and social assistance,job_openings_rate,5.6,JTS620000000000000JOR
2019-08,HCS,Health care and social assistance,hires_rate,3.0,JTS620000000000000HIR
2019-08,HCS,Health care and social assistance,quits_rate,2.0,JTS620000000000000QUR
2019-08,HCS,Health care and social assistance,layoffs_discharges_rate,0.5,JTS620000000000000LDR
2019-08,RET,Retail trade,job_openings_rate,4.9,JTS440000000000000JOR
