month,origin_state,destination_state,weighted_transition_count
2020-09,occ22_06,nilf,49059.4588
2020-09,occ22_06,occ22_01,5488.4992999999995
2020-09,occ22_06,occ22_02,10370.1823
2020-09,occ22_06,occ22_03,3913.9
2020-09,occ22_06,occ22_05,5156.5341
2020-09,occ22_06,occ22_06,1734322.9291
2020-09,occ22_06,occ22_07,1021.1483
2020-09,occ22_06,occ22_08,17719.7734
2020-09,occ22_06,occ22_10,7058.2683
2020-09,occ22_06,occ22_11,2957.8615
2020-09,occ22_06,occ22_12,3338.5193
2020-09,occ22_06,occ22_16,10621.7465
2020-09,occ22_06,occ22_17,21036.2716
2020-09,occ22_06,unemployed,2348.3958
2020-09,occ22_07,nilf,19748.9035
2020-09,occ22_07,occ22_01,22726.0348
2020-09,occ22_07,occ22_02,8496.5795
2020-09,occ22_07,occ22_06,437.9505
2020-09,occ22_07,occ22_07,1278398.0367
2020-09,occ22_07,occ22_09,603.4599
2020-09,occ22_07,occ22_10,4750.4807
2020-09,occ22_07,occ22_13,3437.7529
2020-09,occ22_07,occ22_14,455.7064
2020-09,occ22_07,occ22_17,3091.0863
2020-09,occ22_07,occ22_19,9485.7134
2020-09,occ22_07,occ22_21,3954.4591
2020-09,occ22_07,unemployed,10903.3015
2020-09,occ22_08,nilf,116816.1596
2020-09,occ22_08,occ22_01,18835.9387
2020-09,occ22_08,occ22_02,16071.4742
2020-09,occ22_08,occ22_03,5774.5456
2020-09,occ22_08,occ22_04,3302.7748
2020-09,occ22_08,occ22_05,292.4259
2020-09,occ22_08,occ22_06,4937.4173
2020-09,occ22_08,occ22_08,5887166.2885
2020-09,occ22_08,occ22_09,7221.0989
2020-09,occ22_08,occ22_10,14029.1577
2020-09,occ22_08,occ22_11,2404.8839
2020-09,occ22_08,occ22_12,4003.4607
2020-09,occ22_08,occ22_13,1170.7143
2020-09,occ22_08,occ22_14,7532.0151000000005
2020-09,occ22_08,occ22_15,7981.5644
2020-09,occ22_08,occ22_16,19055.543100000003
2020-09,occ22_08,occ22_17,17034.9053
2020-09,occ22_08,occ22_18,3924.2473
2020-09,occ22_08,occ22_19,1633.2727
2020-09,occ22_08,occ22_21,3855.8397
2020-09,occ22_08,occ22_22,11029.0594
2020-09,occ22_08,unemployed,51690.712
2020-09,occ22_09,nilf,78070.4106
2020-09,occ22_09,occ22_01,20735.5102
2020-09,occ22_09,occ22_02,3671.2382
2020-09,occ22_09,occ22_03,6663.878199999999
2020-09,occ22_09,occ22_04,10151.364
2020-09,occ22_09,occ22_05,3857.6453
2020-09,occ22_09,occ22_06,4497.1566
2020-09,occ22_09,occ22_07,5821.2953
2020-09,occ22_09,occ22_08,10041.6281
2020-09,occ22_09,occ22_09,1759854.9855
2020-09,occ22_09,occ22_10,7956.812400000001
2020-09,occ22_09,occ22_11,7077.5687
2020-09,occ22_09,occ22_14,1616.4938
2020-09,occ22_09,occ22_16,16176.3024
2020-09,occ22_09,occ22_19,8323.077000000001
2020-09,occ22_09,occ22_21,7473.1812
2020-09,occ22_09,unemployed,78268.3229
2020-09,occ22_10,nilf,118412.4464
2020-09,occ22_10,occ22_01,34637.8565
2020-09,occ22_10,occ22_02,3508.6662
2020-09,occ22_10,occ22_03,15664.994999999999
2020-09,occ22_10,occ22_04,9206.3142
2020-09,occ22_10,occ22_05,16708.8374
2020-09,occ22_10,occ22_07,3706.5599
2020-09,occ22_10,occ22_08,11008.195
2020-09,occ22_10,occ22_10,6195716.486
2020-09,occ22_10,occ22_11,28593.2077
2020-09,occ22_10,occ22_13,4969.652
2020-09,occ22_10,occ22_14,12450.4216
2020-09,occ22_10,occ22_16,33038.1524
2020-09,occ22_10,occ22_17,52516.8102
2020-09,occ22_10,occ22_20,3853.8697
2020-09,occ22_10,occ22_21,12928.7784
2020-09,occ22_10,occ22_22,8788.5216
2020-09,occ22_10,unemployed,18083.1618
2020-09,occ22_11,nilf,138386.3421
2020-09,occ22_11,occ22_01,19172.3702
2020-09,occ22_11,occ22_02,10936.0953
2020-09,occ22_11,occ22_03,5487.7564
2020-09,occ22_11,occ22_06,3297.3357
2020-09,occ22_11,occ22_08,5375.2882
2020-09,occ22_11,occ22_10,45428.4483
2020-09,occ22_11,occ22_11,2888954.1471
2020-09,occ22_11,occ22_12,11263.8086
2020-09,occ22_11,occ22_13,27788.6068
2020-09,occ22_11,occ22_14,391.6901
2020-09,occ22_11,occ22_15,23683.4344
2020-09,occ22_11,occ22_16,14894.102299999999
2020-09,occ22_11,occ22_17,66684.0815
2020-09,occ22_11,occ22_18,3760.0354
2020-09,occ22_11,occ22_19,4018.5566
2020-09,occ22_11,occ22_20,11346.3621
2020-09,occ22_11,occ22_21,19990.5288
2020-09,occ22_11,unemployed,65096.9943
2020-09,occ22_12,nilf,74291.6212
2020-09,occ22_12,occ22_01,7220.9677
2020-09,occ22_12,occ22_02,5078.8056
2020-09,occ22_12,occ22_03,3799.1843
2020-09,occ22_12,occ22_08,2743.228
2020-09,occ22_12,occ22_10,1019.367
2020-09,occ22_12,occ22_11,4515.6558
2020-09,occ22_12,occ22_12,1920299.2407
2020-09,occ22_12,occ22_14,5125.3316
2020-09,occ22_12,occ22_16,6706.6605
2020-09,occ22_12,occ22_17,31039.3673
2020-09,occ22_12,occ22_19,6794.2196
2020-09,occ22_12,occ22_20,4548.8219
2020-09,occ22_12,occ22_21,9157.5857
2020-09,occ22_12,occ22_22,10416.8116
2020-09,occ22_12,unemployed,29055.8332
2020-09,occ22_13,nilf,279452.3265
2020-09,occ22_13,occ22_01,12451.4454
2020-09,occ22_13,occ22_02,669.5825
2020-09,occ22_13,occ22_03,9180.7228
2020-09,occ22_13,occ22_06,2427.794
2020-09,occ22_13,occ22_08,18626.1666
2020-09,occ22_13,occ22_09,4585.3972
2020-09,occ22_13,occ22_10,4144.6157
2020-09,occ22_13,occ22_11,13386.0283
2020-09,occ22_13,occ22_13,4093886.1502
2020-09,occ22_13,occ22_14,17390.5347
2020-09,occ22_13,occ22_16,45730.7196
2020-09,occ22_13,occ22_17,23894.1762
2020-09,occ22_13,occ22_18,4036.7875
2020-09,occ22_13,occ22_19,14726.5464
2020-09,occ22_13,occ22_20,8683.1583
2020-09,occ22_13,occ22_21,20325.6806
2020-09,occ22_13,occ22_22,19512.9389
2020-09,occ22_13,unemployed,129986.668
2020-09,occ22_14,nilf,204424.612
2020-09,occ22_14,occ22_01,8770.3287
2020-09,occ22_14,occ22_02,4200.6321
2020-09,occ22_14,occ22_04,3167.6638
2020-09,occ22_14,occ22_08,10186.9401
2020-09,occ22_14,occ22_09,2269.0526
2020-09,occ22_14,occ22_11,16520.692900000002
2020-09,occ22_14,occ22_12,6562.1003
2020-09,occ22_14,occ22_13,5334.0634
2020-09,occ22_14,occ22_14,3174283.2542
2020-09,occ22_14,occ22_15,4349.1385
2020-09,occ22_14,occ22_16,19605.7243
2020-09,occ22_14,occ22_17,17937.2263
2020-09,occ22_14,occ22_18,5060.9597
2020-09,occ22_14,occ22_19,36624.3122
2020-09,occ22_14,occ22_20,15268.465499999998
2020-09,occ22_14,occ22_21,8493.7259
2020-09,occ22_14,occ22_22,18085.0401
2020-09,occ22_14,unemployed,87248.4549
2020-09,occ22_15,nilf,109898.0433
2020-09,occ22_15,occ22_01,9179.449
2020-09,occ22_15,occ22_02,4634.5945
2020-09,occ22_15,occ22_03,3062.7866
2020-09,occ22_15,occ22_05,14393.850900000001
2020-09,occ22_15,occ22_08,7111.4391
2020-09,occ22_15,occ22_09,3765.1908
2020-09,occ22_15,occ22_11,8029.2682
2020-09,occ22_15,occ22_13,4290.67
2020-09,occ22_15,occ22_14,10269.0689
2020-09,occ22_15,occ22_15,1941425.7139
2020-09,occ22_15,occ22_16,5309.843800000001
2020-09,occ22_15,occ22_17,25662.2398
2020-09,occ22_15,occ22_18,4200.4713
2020-09,occ22_15,occ22_19,14561.518100000001
2020-09,occ22_15,occ22_21,659.1037
2020-09,occ22_15,occ22_22,7612.7444
2020-09,occ22_15,unemployed,64509.2907
2020-09,occ22_16,nilf,302694.735
2020-09,occ22_16,occ22_01,103746.1523
2020-09,occ22_16,occ22_02,51385.4931
2020-09,occ22_16,occ22_03,12359.1366
2020-09,occ22_16,occ22_04,2933.237
2020-09,occ22_16,occ22_05,1187.3723
2020-09,occ22_16,occ22_06,10599.6009
2020-09,occ22_16,occ22_07,10687.249099999999
2020-09,occ22_16,occ22_08,29689.1319
2020-09,occ22_16,occ22_09,17799.7359
2020-09,occ22_16,occ22_10,13582.5921
2020-09,occ22_16,occ22_11,30240.3327
2020-09,occ22_16,occ22_13,47443.9848
2020-09,occ22_16,occ22_14,11541.838
2020-09,occ22_16,occ22_15,29262.713799999998
2020-09,occ22_16,occ22_16,8727072.0748
2020-09,occ22_16,occ22_17,97857.7776
2020-09,occ22_16,occ22_18,3406.8316999999997
2020-09,occ22_16,occ22_19,21344.816899999998
2020-09,occ22_16,occ22_20,28329.3333
2020-09,occ22_16,occ22_21,6095.1491000000005
2020-09,occ22_16,occ22_22,83152.491
2020-09,occ22_16,unemployed,118428.2743
2020-09,occ22_17,nilf,371268.6559
2020-09,occ22_17,occ22_01,119631.4472
2020-09,occ22_17,occ22_02,78039.29149999999
2020-09,occ22_17,occ22_03,6672.2016
2020-09,occ22_17,occ22_04,7473.4424
2020-09,occ22_17,occ22_05,5013.8921
2020-09,occ22_17,occ22_06,8574.120299999999
2020-09,occ22_17,occ22_07,5646.6713
2020-09,occ22_17,occ22_08,7497.498299999999
2020-09,occ22_17,occ22_09,9758.926500000001
2020-09,occ22_17,occ22_10,35518.8146
2020-09,occ22_17,occ22_11,23706.5843
2020-09,occ22_17,occ22_12,3732.0139
2020-09,occ22_17,occ22_13,32735.8327
2020-09,occ22_17,occ22_14,7516.4030999999995
2020-09,occ22_17,occ22_15,13218.2525
2020-09,occ22_17,occ22_16,85243.5301
2020-09,occ22_17,occ22_17,9828021.0307
2020-09,occ22_17,occ22_18,2446.1027
2020-09,occ22_17,occ22_19,14607.4666
2020-09,occ22_17,occ22_20,13893.255
2020-09,occ22_17,occ22_21,44193.0744
2020-09,occ22_17,occ22_22,76162.4874
2020-09,occ22_17,unemployed,156654.9886
2020-09,occ22_18,nilf,42949.7725
2020-09,occ22_18,occ22_01,11167.7339
2020-09,occ22_18,occ22_02,497.1158
2020-09,occ22_18,occ22_05,4900.961
2020-09,occ22_18,occ22_09,4399.1326
2020-09,occ22_18,occ22_12,3739.2525
2020-09,occ22_18,occ22_14,385.4378
2020-09,occ22_18,occ22_15,5265.7127
2020-09,occ22_18,occ22_16,2948.9219
2020-09,occ22_18,occ22_18,583002.3209
2020-09,occ22_18,occ22_20,3353.4426999999996
2020-09,occ22_18,occ22_22,11884.7252
2020-09,occ22_18,unemployed,23685.9156
2020-09,occ22_19,nilf,181454.6752
2020-09,occ22_19,occ22_01,42266.2693
2020-09,occ22_19,occ22_02,2199.8448000000003
2020-09,occ22_19,occ22_03,12680.0105
2020-09,occ22_19,occ22_04,4567.1989
2020-09,occ22_19,occ22_05,6319.412499999999
2020-09,occ22_19,occ22_08,4164.2865
2020-09,occ22_19,occ22_09,13760.267
2020-09,occ22_19,occ22_11,1276.2467
2020-09,occ22_19,occ22_12,8368.0305
2020-09,occ22_19,occ22_13,18706.3335
2020-09,occ22_19,occ22_14,21731.531600000002
2020-09,occ22_19,occ22_16,28952.8747
2020-09,occ22_19,occ22_17,24302.3265
2020-09,occ22_19,occ22_18,13525.0477
2020-09,occ22_19,occ22_19,4917075.2719
2020-09,occ22_19,occ22_20,21189.6393
2020-09,occ22_19,occ22_21,37485.0254
2020-09,occ22_19,occ22_22,30603.6092
2020-09,occ22_19,unemployed,110522.5983
2020-09,occ22_20,nilf,61771.6644
2020-09,occ22_20,occ22_01,27515.5156
2020-09,occ22_20,occ22_02,9822.5114
2020-09,occ22_20,occ22_03,22707.9463
2020-09,occ22_20,occ22_04,5915.0021
2020-09,occ22_20,occ22_06,1319.7609
2020-09,occ22_20,occ22_09,1360.8012
2020-09,occ22_20,occ22_10,5152.6441
2020-09,occ22_20,occ22_12,8661.8284
2020-09,occ22_20,occ22_13,20693.2163
2020-09,occ22_20,occ22_14,13176.8475
2020-09,occ22_20,occ22_16,5793.4077
2020-09,occ22_20,occ22_17,1899.4808
2020-09,occ22_20,occ22_18,6092.5667
2020-09,occ22_20,occ22_19,22416.2894
2020-09,occ22_20,occ22_20,2946773.4448
2020-09,occ22_20,occ22_21,21170.3828
2020-09,occ22_20,occ22_22,23562.661
2020-09,occ22_20,unemployed,27312.3846
2020-09,occ22_21,nilf,160861.2697
2020-09,occ22_21,occ22_01,13844.938699999999
2020-09,occ22_21,occ22_02,14970.0147
2020-09,occ22_21,occ22_03,4272.5441
2020-09,occ22_21,occ22_04,10315.2368
2020-09,occ22_21,occ22_05,3815.3475
2020-09,occ22_21,occ22_08,15733.7205
2020-09,occ22_21,occ22_09,5071.0419
2020-09,occ22_21,occ22_10,15148.9513
2020-09,occ22_21,occ22_11,30758.5901
2020-09,occ22_21,occ22_12,2785.4424
2020-09,occ22_21,occ22_13,20002.2854
2020-09,occ22_21,occ22_14,20493.6439
2020-09,occ22_21,occ22_15,9479.7872
2020-09,occ22_21,occ22_16,38814.0097
2020-09,occ22_21,occ22_17,30379.867
2020-09,occ22_21,occ22_18,7359.6242
2020-09,occ22_21,occ22_19,28048.0629
2020-09,occ22_21,occ22_20,29620.189599999998
2020-09,occ22_21,occ22_21,4625397.4523
2020-09,occ22_21,occ22_22,66288.7297
2020-09,occ22_21,unemployed,45579.3881
2020-09,occ22_22,nilf,314262.46379999997
2020-09,occ22_22,occ22_01,21890.728900000002
2020-09,occ22_22,occ22_02,22228.7407
2020-09,occ22_22,occ22_03,15380.7446
2020-09,occ22_22,occ22_04,9604.5754
2020-09,occ22_22,occ22_05,4261.9471
2020-09,occ22_22,occ22_06,6160.4326
2020-09,occ22_22,occ22_09,7887.1603
2020-09,occ22_22,occ22_10,5275.269499999999
2020-09,occ22_22,occ22_11,727.0314
2020-09,occ22_22,occ22_12,28070.1287
2020-09,occ22_22,occ22_13,23261.289099999998
2020-09,occ22_22,occ22_14,17170.9389
2020-09,occ22_22,occ22_15,3032.0154
2020-09,occ22_22,occ22_16,81962.1023
2020-09,occ22_22,occ22_17,47698.9629
2020-09,occ22_22,occ22_18,8602.3055
2020-09,occ22_22,occ22_19,69681.54520000001
2020-09,occ22_22,occ22_20,19262.540999999997
2020-09,occ22_22,occ22_21,66419.3905
2020-09,occ22_22,occ22_22,6355448.5242
2020-09,occ22_22,unemployed,172079.9415
2020-09,unemployed,nilf,1816678.2099
2020-09,unemployed,occ22_01,135194.6067
2020-09,unemployed,occ22_02,72672.3747
2020-09,unemployed,occ22_03,38591.8637
2020-09,unemployed,occ22_04,27258.9775
2020-09,unemployed,occ22_05,3838.7956
2020-09,unemployed,occ22_06,24646.1097
2020-09,unemployed,occ22_07,7196.8866
2020-09,unemployed,occ22_08,106112.0775
2020-09,unemployed,occ22_09,86797.6576
2020-09,unemployed,occ22_10,53005.5449
2020-09,unemployed,occ22_11,100767.6514
2020-09,unemployed,occ22_12,36165.1833
2020-09,unemployed,occ22_13,212450.5007
2020-09,unemployed,occ22_14,105655.3175
2020-09,unemployed,occ22_15,123136.4027
2020-09,unemployed,occ22_16,278191.1364
2020-09,unemployed,occ22_17,267102.4109
2020-09,unemployed,occ22_18,26198.0178
2020-09,unemployed,occ22_19,176638.6679
2020-09,unemployed,occ22_20,45882.7402
2020-09,unemployed,occ22_21,78739.6385
2020-09,unemployed,occ22_22,329726.9457
2020-09,unemployed,unemployed,4135372.8524
2020-10,nilf,nilf,66112162.1236
2020-10,nilf,occ22_01,194301.6927
2020-10,nilf,occ22_02,89810.8509
2020-10,nilf,occ22_03,39384.3219
2020-10,nilf,occ22_04,36903.736899999996
2020-10,nilf,occ22_05,15197.9761
2020-10,nilf,occ22_06,36694.5331
2020-10,nilf,occ22_07,17162.3835
2020-10,nilf,occ22_08,123998.0413
2020-10,nilf,occ22_09,106642.2544
2020-10,nilf,occ22_10,104620.8742
2020-10,nilf,occ22_11,105792.0748
2020-10,nilf,occ22_12,45040.4232
2020-10,nilf,occ22_13,248220.9718
2020-10,nilf,occ22_14,132992.3299
2020-10,nilf,occ22_15,131034.946
2020-10,nilf,occ22_16,355183.7756
2020-10,nilf,occ22_17,269772.4291
2020-10,nilf,occ22_18,11548.4779
2020-10,nilf,occ22_19,134344.3729
2020-10,nilf,occ22_20,44139.0894
2020-10,nilf,occ22_21,82808.23
2020-10,nilf,occ22_22,299671.409
2020-10,nilf,unemployed,1398949.9868
2020-10,occ22_01,nilf,310505.1717
2020-10,occ22_01,occ22_01,12240748.6313
2020-10,occ22_01,occ22_02,90218.6066
2020-10,occ22_01,occ22_03,27112.1456
2020-10,occ22_01,occ22_04,22700.0655
2020-10,occ22_01,occ22_05,2156.6159
2020-10,occ22_01,occ22_06,9482.3998
2020-10,occ22_01,occ22_07,7372.206
2020-10,occ22_01,occ22_08,14870.4957
2020-10,occ22_01,occ22_09,15315.5184
2020-10,occ22_01,occ22_10,32560.7004
2020-10,occ22_01,occ22_11,1084.679
2020-10,occ22_01,occ22_12,3779.1125
2020-10,occ22_01,occ22_13,28905.8899
2020-10,occ22_01,occ22_14,5537.3032
2020-10,occ22_01,occ22_15,19181.0588
2020-10,occ22_01,occ22_16,79938.1143
2020-10,occ22_01,occ22_17,100892.88309999999
2020-10,occ22_01,occ22_18,10442.3021
2020-10,occ22_01,occ22_19,39884.5715
2020-10,occ22_01,occ22_20,19949.5355
2020-10,occ22_01,occ22_21,16212.3928
2020-10,occ22_01,occ22_22,35656.7511
2020-10,occ22_01,unemployed,87509.0499
2020-10,occ22_02,nilf,98457.6549
2020-10,occ22_02,occ22_01,71788.5882
2020-10,occ22_02,occ22_02,5327032.9762
2020-10,occ22_02,occ22_03,6254.4709
2020-10,occ22_02,occ22_04,8140.4707
2020-10,occ22_02,occ22_05,4688.2452
2020-10,occ22_02,occ22_06,7306.0917
2020-10,occ22_02,occ22_07,8555.6246
2020-10,occ22_02,occ22_08,17533.8086
2020-10,occ22_02,occ22_09,3290.2349
2020-10,occ22_02,occ22_10,9890.4017
2020-10,occ22_02,occ22_13,9270.5874
2020-10,occ22_02,occ22_14,7704.0455
2020-10,occ22_02,occ22_15,2540.9849
2020-10,occ22_02,occ22_16,65766.0821
2020-10,occ22_02,occ22_17,55339.9641
2020-10,occ22_02,occ22_18,2628.8507
2020-10,occ22_02,occ22_20,1377.5156
2020-10,occ22_02,occ22_21,1775.6145999999999
2020-10,occ22_02,occ22_22,8594.5098
2020-10,occ22_02,unemployed,46566.4111
2020-10,occ22_03,nilf,50136.2904
2020-10,occ22_03,occ22_01,30365.7919
2020-10,occ22_03,occ22_02,31986.947799999998
2020-10,occ22_03,occ22_03,3483139.8791
2020-10,occ22_03,occ22_04,21218.2469
2020-10,occ22_03,occ22_05,2723.5956
2020-10,occ22_03,occ22_08,5956.7099
2020-10,occ22_03,occ22_09,1960.2142
2020-10,occ22_03,occ22_10,3869.7333
2020-10,occ22_03,occ22_11,9859.615300000001
2020-10,occ22_03,occ22_12,5218.8196
2020-10,occ22_03,occ22_16,25454.3024
2020-10,occ22_03,occ22_17,18583.1982
2020-10,occ22_03,occ22_19,1395.3774
2020-10,occ22_03,occ22_20,9724.1381
2020-10,occ22_03,occ22_21,31113.2149
2020-10,occ22_03,occ22_22,22145.2428
2020-10,occ22_03,unemployed,10405.627
2020-10,occ22_04,nilf,31085.2538
2020-10,occ22_04,occ22_01,29819.228900000002
2020-10,occ22_04,occ22_03,24259.4558
2020-10,occ22_04,occ22_04,2169478.4722
2020-10,occ22_04,occ22_05,3389.7483
2020-10,occ22_04,occ22_10,6747.8564
2020-10,occ22_04,occ22_13,800.1554
2020-10,occ22_04,occ22_14,14273.784800000001
2020-10,occ22_04,occ22_16,15271.329699999998
2020-10,occ22_04,occ22_17,10664.1067
2020-10,occ22_04,occ22_19,4229.6388
2020-10,occ22_04,occ22_20,12060.2994
2020-10,occ22_04,occ22_21,6032.1419
2020-10,occ22_04,occ22_22,4369.6457
2020-10,occ22_04,unemployed,6326.1385
2020-10,occ22_05,nilf,29934.9009
2020-10,occ22_05,occ22_01,5791.8124
2020-10,occ22_05,occ22_02,4128.1508
2020-10,occ22_05,occ22_03,10791.087
2020-10,occ22_05,occ22_04,5663.7373
2020-10,occ22_05,occ22_05,1030671.8303
2020-10,occ22_05,occ22_06,6142.3992
2020-10,occ22_05,occ22_08,11148.1476
2020-10,occ22_05,occ22_09,8180.491
2020-10,occ22_05,occ22_10,1906.8758
2020-10,occ22_05,occ22_13,1797.9552
2020-10,occ22_05,occ22_17,8338.4584
2020-10,occ22_05,occ22_22,14259.1134
2020-10,occ22_05,unemployed,8214.5213
2020-10,occ22_06,nilf,52947.1392
2020-10,occ22_06,occ22_01,9419.470500000001
2020-10,occ22_06,occ22_02,10054.1136
2020-10,occ22_06,occ22_06,1686522.2424
2020-10,occ22_06,occ22_10,16319.5487
2020-10,occ22_06,occ22_12,5185.1372
2020-10,occ22_06,occ22_13,987.7419
2020-10,occ22_06,occ22_14,6789.7557
2020-10,occ22_06,occ22_15,936.3173
2020-10,occ22_06,occ22_16,7886.0779999999995
2020-10,occ22_06,occ22_17,25345.9717
2020-10,occ22_06,occ22_22,4147.0242
2020-10,occ22_06,unemployed,19130.081599999998
2020-10,occ22_07,nilf,22355.3442
2020-10,occ22_07,occ22_01,6249.2895
2020-10,occ22_07,occ22_02,4365.807
2020-10,occ22_07,occ22_03,3450.0709
2020-10,occ22_07,occ22_05,5218.8196
2020-10,occ22_07,occ22_07,1312136.3889
2020-10,occ22_07,occ22_09,2174.4336
2020-10,occ22_07,occ22_16,4787.2564999999995
2020-10,occ22_07,occ22_19,1475.438
2020-10,occ22_07,unemployed,3737.025
2020-10,occ22_08,nilf,176819.5415
2020-10,occ22_08,occ22_01,9014.8615
2020-10,occ22_08,occ22_02,15124.781500000001
2020-10,occ22_08,occ22_03,10475.8258
2020-10,occ22_08,occ22_04,12905.1981
2020-10,occ22_08,occ22_06,17080.2897
2020-10,occ22_08,occ22_08,6131754.4484
2020-10,occ22_08,occ22_09,18437.2572
2020-10,occ22_08,occ22_10,11271.0298
2020-10,occ22_08,occ22_12,11104.597600000001
2020-10,occ22_08,occ22_16,6497.3897
2020-10,occ22_08,occ22_17,20095.783300000003
2020-10,occ22_08,occ22_20,7733.5342
2020-10,occ22_08,unemployed,36171.6555
2020-10,occ22_09,nilf,75014.19
2020-10,occ22_09,occ22_01,18794.1818
2020-10,occ22_09,occ22_02,6112.2271
2020-10,occ22_09,occ22_03,5474.9374
2020-10,occ22_09,occ22_04,5259.9271
2020-10,occ22_09,occ22_05,3372.9233
2020-10,occ22_09,occ22_08,7280.5331
2020-10,occ22_09,occ22_09,1815972.7419
2020-10,occ22_09,occ22_12,3543.7956
2020-10,occ22_09,occ22_13,8597.463899999999
2020-10,occ22_09,occ22_15,8243.4047
2020-10,occ22_09,occ22_16,13862.0419
2020-10,occ22_09,occ22_17,7738.9676
2020-10,occ22_09,occ22_19,3627.5713
2020-10,occ22_09,occ22_21,3559.2864
2020-10,occ22_09,occ22_22,2328.3445
2020-10,occ22_09,unemployed,49521.6181
2020-10,occ22_10,nilf,131422.2165
2020-10,occ22_10,occ22_01,40772.9748
2020-10,occ22_10,occ22_02,12090.151
2020-10,occ22_10,occ22_03,12336.9215
2020-10,occ22_10,occ22_04,7346.6098999999995
2020-10,occ22_10,occ22_05,8931.0113
2020-10,occ22_10,occ22_06,11238.0573
2020-10,occ22_10,occ22_07,4833.2690999999995
2020-10,occ22_10,occ22_08,24309.594100000002
2020-10,occ22_10,occ22_10,6077527.0398
2020-10,occ22_10,occ22_11,37615.6849
2020-10,occ22_10,occ22_13,5722.8621
2020-10,occ22_10,occ22_14,4235.2405
2020-10,occ22_10,occ22_15,12143.1594
2020-10,occ22_10,occ22_16,6697.531400000001
2020-10,occ22_10,occ22_17,22178.0235
2020-10,occ22_10,occ22_20,1887.5382
2020-10,occ22_10,occ22_21,10107.545
2020-10,occ22_10,unemployed,37130.745200000005
2020-10,occ22_11,nilf,170180.95560000002
2020-10,occ22_11,occ22_01,2553.0695
2020-10,occ22_11,occ22_02,11572.7982
2020-10,occ22_11,occ22_03,11223.3669
2020-10,occ22_11,occ22_06,7198.74
2020-10,occ22_11,occ22_08,5753.7742
2020-10,occ22_11,occ22_10,44126.5929
2020-10,occ22_11,occ22_11,3233110.4692
2020-10,occ22_11,occ22_12,3334.0728
2020-10,occ22_11,occ22_13,10489.2516
2020-10,occ22_11,occ22_14,8632.8396
2020-10,occ22_11,occ22_15,13158.2925
2020-10,occ22_11,occ22_16,13919.7148
2020-10,occ22_11,occ22_17,54941.1697
2020-10,occ22_11,occ22_19,4307.0526
2020-10,occ22_11,occ22_21,8809.143499999998
2020-10,occ22_11,occ22_22,4657.8849
2020-10,occ22_11,unemployed,31267.6639
2020-10,occ22_12,nilf,52271.3985
2020-10,occ22_12,occ22_01,3578.5805
2020-10,occ22_12,occ22_02,7766.5152
2020-10,occ22_12,occ22_08,3931.5206
2020-10,occ22_12,occ22_12,1994264.5069
2020-10,occ22_12,occ22_13,693.7562
2020-10,occ22_12,occ22_14,7143.7166
2020-10,occ22_12,occ22_15,3304.3524
2020-10,occ22_12,occ22_16,4423.8691
2020-10,occ22_12,occ22_17,3512.0398
2020-10,occ22_12,occ22_18,3363.388
2020-10,occ22_12,occ22_19,6265.5085
2020-10,occ22_12,occ22_20,11235.354599999999
2020-10,occ22_12,occ22_21,5567.1605
2020-10,occ22_12,occ22_22,10066.5763
2020-10,occ22_12,unemployed,18166.8389
2020-10,occ22_13,nilf,292383.3634
2020-10,occ22_13,occ22_01,27109.8914
2020-10,occ22_13,occ22_02,7009.566000000001
2020-10,occ22_13,occ22_03,3402.357
2020-10,occ22_13,occ22_04,1403.5086
2020-10,occ22_13,occ22_06,3787.1798
2020-10,occ22_13,occ22_07,357.7392
2020-10,occ22_13,occ22_08,572.896
2020-10,occ22_13,occ22_10,10784.233
2020-10,occ22_13,occ22_11,11716.0176
2020-10,occ22_13,occ22_12,588.8709
2020-10,occ22_13,occ22_13,4051607.708
2020-10,occ22_13,occ22_14,24814.5157
2020-10,occ22_13,occ22_15,12973.8884
2020-10,occ22_13,occ22_16,40680.2011
2020-10,occ22_13,occ22_17,46082.9643
2020-10,occ22_13,occ22_18,1934.7035
2020-10,occ22_13,occ22_19,22717.2062
2020-10,occ22_13,occ22_20,3880.3778
2020-10,occ22_13,occ22_21,22360.632700000002
2020-10,occ22_13,occ22_22,43749.1146
2020-10,occ22_13,unemployed,151608.1706
2020-10,occ22_14,nilf,148795.8716
2020-10,occ22_14,occ22_01,16026.4762
2020-10,occ22_14,occ22_03,1560.6063
2020-10,occ22_14,occ22_04,1073.8239
2020-10,occ22_14,occ22_08,2138.6402
2020-10,occ22_14,occ22_10,3572.7323
2020-10,occ22_14,occ22_11,7232.3788
2020-10,occ22_14,occ22_13,8757.547999999999
2020-10,occ22_14,occ22_14,3259564.4178
2020-10,occ22_14,occ22_15,8550.2766
2020-10,occ22_14,occ22_16,21702.3469
2020-10,occ22_14,occ22_17,29969.0579
2020-10,occ22_14,occ22_18,713.0998
2020-10,occ22_14,occ22_19,32159.3784
2020-10,occ22_14,occ22_20,33812.7557
2020-10,occ22_14,occ22_21,22630.427
2020-10,occ22_14,occ22_22,33186.9317
2020-10,occ22_14,unemployed,77449.6865
2020-10,occ22_15,nilf,129859.6139
2020-10,occ22_15,occ22_01,17860.7312
2020-10,occ22_15,occ22_02,3950.5593
2020-10,occ22_15,occ22_04,1581.0674
2020-10,occ22_15,occ22_05,1670.067
