month,sector6_code,sector6_label,ces_payroll_employment_thousands,index_aug2023_100,series_id
2024-07,MFG,Manufacturing,12806.0,99.5723505170671,CES3000000001
2024-07,INF,Information,2917.0,97.85306943978532,CES5000000001
2024-07,FAS,Financial activities,9154.0,99.57576416838899,CES5500000001
2024-07,PBS,Professional and business services,22584.0,99.19184820801125,CES6000000001
2024-07,HCS,Health care and social assistance,26515.0,103.8012840588788,CES6500000001
2024-07,RET,Retail trade,15480.8,99.67549191305243,CES4200000001
2024-08,MFG,Manufacturing,12772.0,99.30798538216314,CES3000000001
2024-08,INF,Information,2909.0,97.58470311975847,CES5000000001
2024-08,FAS,Financial activities,9162.0,99.66278690307843,CES5500000001
2024-08,PBS,Professional and business services,22544.0,99.01616303583978,CES6000000001
2024-08,HCS,Health care and social assistance,26573.0,104.02834325086125,CES6500000001
2024-08,RET,Retail trade,15458.4,99.53126609663128,CES4200000001
2024-09,MFG,Manufacturing,12758.0,99.19912915014385,CES3000000001
2024-09,INF,Information,2903.0,97.38342837973835,CES5000000001
2024-09,FAS,Financial activities,9162.0,99.66278690307843,CES5500000001
2024-09,PBS,Professional and business services,22525.0,98.93271257905832,CES6000000001
2024-09,HCS,Health care and social assistance,26691.0,104.49029126213591,CES6500000001
2024-09,RET,Retail trade,15456.7,99.52032038734934,CES4200000001
2024-10,MFG,Manufacturing,12697.0,98.72482699634554,CES3000000001
2024-10,INF,Information,2887.0,96.84669573968468,CES5000000001
2024-10,FAS,Financial activities,9164.0,99.6845425867508,CES5500000001
2024-10,PBS,Professional and business services,22486.0,98.76141953619114,CES6000000001
2024-10,HCS,Health care and social assistance,26786.0,104.86219855934857,CES6500000001
2024-10,RET,Retail trade,15452.4,99.49263418151848,CES4200000001
2024-11,MFG,Manufacturing,12711.0,98.83368322836482,CES3000000001
2024-11,INF,Information,2885.0,96.77960415967796,CES5000000001
2024-11,FAS,Financial activities,9173.0,99.7824431632764,CES5500000001
2024-11,PBS,Professional and business services,22499.0,98.81851721714688,CES6000000001
2024-11,HCS,Health care and social assistance,26870.0,105.19104290635765,CES6500000001
2024-11,RET,Retail trade,15409.8,99.21834758421757,CES4200000001
2024-12,MFG,Manufacturing,12693.0,98.69372521576861,CES3000000001
2024-12,INF,Information,2895.0,97.1150620597115,CES5000000001
2024-12,FAS,Financial activities,9179.0,99.84771021429349,CES5500000001
2024-12,PBS,Professional and business services,22532.0,98.96345748418834,CES6000000001
2024-12,HCS,Health care and social assistance,26945.0,105.4846539304729,CES6500000001
2024-12,RET,Retail trade,15460.1,99.54221180591325,CES4200000001
2025-01,MFG,Manufacturing,12673.0,98.5382163128839,CES3000000001
2025-01,INF,Information,2877.0,96.51123783965112,CES5000000001
2025-01,FAS,Financial activities,9187.0,99.93473294898291,CES5500000001
2025-01,PBS,Professional and business services,22480.0,98.73506676036541,CES6000000001
2025-01,HCS,Health care and social assistance,27006.0,105.72345756341998,CES6500000001
2025-01,RET,Retail trade,15459.3,99.5370608838982,CES4200000001
2025-02,MFG,Manufacturing,12671.0,98.52266542259545,CES3000000001
2025-02,INF,Information,2876.0,96.47769204964777,CES5000000001
2025-02,FAS,Financial activities,9199.0,100.06526705101709,CES5500000001
2025-02,PBS,Professional and business services,22473.0,98.70432185523542,CES6000000001
2025-02,HCS,Health care and social assistance,27064.0,105.95051675540243,CES6500000001
2025-02,RET,Retail trade,15441.8,99.4243844648192,CES4200000001
2025-03,MFG,Manufacturing,12666.0,98.48378819687427,CES3000000001
2025-03,INF,Information,2867.0,96.17577993961758,CES5000000001
2025-03,FAS,Financial activities,9201.0,100.08702273468944,CES5500000001
2025-03,PBS,Professional and business services,22457.0,98.63404778636684,CES6000000001
2025-03,HCS,Health care and social assistance,27132.0,106.21672408393361,CES6500000001
2025-03,RET,Retail trade,15457.5,99.52547130936436,CES4200000001
2025-04,MFG,Manufacturing,12662.0,98.45268641629733,CES3000000001
2025-04,INF,Information,2865.0,96.10868835961087,CES5000000001
2025-04,FAS,Financial activities,9205.0,100.13053410203416,CES5500000001
2025-04,PBS,Professional and business services,22470.0,98.69114546732256,CES6000000001
2025-04,HCS,Health care and social assistance,27216.0,106.5455684309427,CES6500000001
2025-04,RET,Retail trade,15461.6,99.55186978469146,CES4200000001
2025-05,MFG,Manufacturing,12651.0,98.36715651971075,CES3000000001
2025-05,INF,Information,2864.0,96.07514256960752,CES5000000001
2025-05,FAS,Financial activities,9211.0,100.19580115305125,CES5500000001
2025-05,PBS,Professional and business services,22450.0,98.60330288123681,CES6000000001
2025-05,HCS,Health care and social assistance,27276.0,106.78045725023489,CES6500000001
2025-05,RET,Retail trade,15440.0,99.41279489028535,CES4200000001
2025-06,MFG,Manufacturing,12636.0,98.25052484254724,CES3000000001
2025-06,INF,Information,2863.0,96.04159677960415,CES5000000001
2025-06,FAS,Financial activities,9204.0,100.11965626019798,CES5500000001
2025-06,PBS,Professional and business services,22419.0,98.46714687280394,CES6000000001
2025-06,HCS,Health care and social assistance,27325.0,106.97228311932352,CES6500000001
2025-06,RET,Retail trade,15425.5,99.31943442876275,CES4200000001
2025-07,MFG,Manufacturing,12625.0,98.16499494596066,CES3000000001
2025-07,INF,Information,2861.0,95.97450519959744,CES5000000001
2025-07,FAS,Financial activities,9204.0,100.11965626019798,CES5500000001
2025-07,PBS,Professional and business services,22403.0,98.39687280393534,CES6000000001
2025-07,HCS,Health care and social assistance,27412.0,107.31287190729721,CES6500000001
2025-07,RET,Retail trade,15430.2,99.34969609560112,CES4200000001
2025-08,MFG,Manufacturing,12615.0,98.08724049451831,CES3000000001
2025-08,INF,Information,2860.0,95.9409594095941,CES5000000001
2025-08,FAS,Financial activities,9185.0,99.91297726531056,CES5500000001
2025-08,PBS,Professional and business services,22375.0,98.27389318341531,CES6000000001
2025-08,HCS,Health care and social assistance,27435.0,107.40291262135922,CES6500000001
2025-08,RET,Retail trade,15440.3,99.41472648604099,CES4200000001
2025-09,MFG,Manufacturing,12612.0,98.06391415908561,CES3000000001
2025-09,INF,Information,2859.0,95.90741361959074,CES5000000001
2025-09,FAS,Financial activities,9189.0,99.95648863265528,CES5500000001
2025-09,PBS,Professional and business services,22359.0,98.20361911454674,CES6000000001
2025-09,HCS,Health care and social assistance,27489.0,107.6143125587222,CES6500000001
2025-09,RET,Retail trade,15453.4,99.49907283403728,CES4200000001
2025-10,MFG,Manufacturing,12603.0,97.99393515278749,CES3000000001
2025-10,INF,Information,2853.0,95.70613887957062,CES5000000001
2025-10,FAS,Financial activities,9184.0,99.90209942347438,CES5500000001
2025-10,PBS,Professional and business services,22335.0,98.09820801124386,CES6000000001
2025-10,HCS,Health care and social assistance,27533.0,107.78656435953648,CES6500000001
2025-10,RET,Retail trade,15438.0,99.39991758524775,CES4200000001
2025-11,MFG,Manufacturing,12593.0,97.91618070134516,CES3000000001
2025-11,INF,Information,2848.0,95.53840992955384,CES5000000001
2025-11,FAS,Financial activities,9185.0,99.91297726531056,CES5500000001
2025-11,PBS,Professional and business services,22391.0,98.34416725228391,CES6000000001
2025-11,HCS,Health care and social assistance,27589.0,108.00579392420921,CES6500000001
2025-11,RET,Retail trade,15437.1,99.39412279798083,CES4200000001
2025-12,MFG,Manufacturing,12580.0,97.81509991447011,CES3000000001
2025-12,INF,Information,2842.0,95.33713518953371,CES5000000001
2025-12,FAS,Financial activities,9186.0,99.92385510714674,CES5500000001
2025-12,PBS,Professional and business services,22372.0,98.26071679550246,CES6000000001
2025-12,HCS,Health care and social assistance,27627.0,108.15455684309427,CES6500000001
2025-12,RET,Retail trade,15413.5,99.24217059853714,CES4200000001
2026-01,MFG,Manufacturing,12585.0,97.85397714019128,CES3000000001
2026-01,INF,Information,2823.0,94.69976517946998,CES5000000001
2026-01,FAS,Financial activities,9156.0,99.59751985206135,CES5500000001
2026-01,PBS,Professional and business services,22390.0,98.33977512297962,CES6000000001
2026-01,HCS,Health care and social assistance,27756.0,108.6595678045725,CES6500000001
2026-01,RET,Retail trade,15424.2,99.3110641804883,CES4200000001
2026-02,MFG,Manufacturing,12573.0,97.76067179846046,CES3000000001
2026-02,INF,Information,2812.0,94.33076148943307,CES5000000001
2026-02,FAS,Financial activities,9166.0,99.70629827042315,CES5500000001
2026-02,PBS,Professional and business services,22385.0,98.31781447645818,CES6000000001
2026-02,HCS,Health care and social assistance,27722.0,108.52646414030691,CES6500000001
2026-02,RET,Retail trade,15426.5,99.32587308128154,CES4200000001
