source_system,source_occ_code,source_occ_title,census_occ_code_range,soc_major_group_code,soc_major_group_title,occ22_id,occ22_label,is_military_excluded,notes
CPS_PEIO1OCD_2018,8256,Print binding and finishing workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8300,Laundry and dry-cleaning workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8310,"Pressers, textile, garment, and related materials",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8320,Sewing machine operators,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8335,Shoe and leather workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8350,"Tailors, dressmakers, and sewers",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8365,"Textile machine setters, operators, and tenders",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8450,Upholsterers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8465,"Other textile, apparel, and furnishings workers",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8500,Cabinetmakers and bench carpenters,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8510,Furniture finishers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8530,"Sawing machine setters, operators, and tenders, wood",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8540,"Woodworking machine setters, operators, and tenders, except sawing",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8555,Other woodworkers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8600,"Power plant operators, distributors, and dispatchers",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8610,Stationary engineers and boiler operators,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8620,Water and wastewater treatment plant and system operators,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8630,Miscellaneous plant and system operators,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8640,"Chemical processing machine setters, operators, and tenders",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8650,"Crushing, grinding, polishing, mixing, and blending workers",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8710,Cutting workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8740,"Inspectors, testers, sorters, samplers, and weighers",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8750,Jewelers and precious stone and metal workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8760,Dental and ophthalmic laboratory technicians and medical appliance technicians,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8800,Packaging and filling machine operators and tenders,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8810,Painting workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8830,Photographic process workers and processing machine operators,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8850,Adhesive bonding machine operators and tenders,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8910,Etchers and engravers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8920,"Molders, shapers, and casters, except metal and plastic",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8930,"Paper goods machine setters, operators, and tenders",,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8940,Tire builders,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8950,Helpers--production workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8865,Other production equipment operators and tenders,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,8990,Other production workers,,51-0000,Production Occupations,21,Production Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9005,Supervisors of transportation and material moving workers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9030,Aircraft pilots and flight engineers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9040,Air traffic controllers and airfield operations specialists,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9050,Flight attendants,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9110,"Ambulance drivers and attendants, except emergency medical technicians",,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9121,"Bus drivers, school",,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9122,"Bus drivers, transit and intercity",,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9130,Driver/sales workers and truck drivers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9141,Shuttle drivers and chauffeurs,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9142,Taxi drivers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9150,"Motor vehicle operators, all other",,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9210,Locomotive engineers and operators,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9240,Railroad conductors and yardmasters,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9265,Other rail transportation workers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9300,Sailors and marine oilers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9310,Ship and boat captains and operators,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9330,Ship engineers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9350,Parking attendants,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9365,Transportation service attendants,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9410,Transportation inspectors,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9415,Passenger attendants,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9430,Other transportation workers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9510,Crane and tower operators,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9570,"Conveyor, dredge, and hoist and winch operators",,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9600,Industrial truck and tractor operators,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9610,Cleaners of vehicles and equipment,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9620,"Laborers and freight, stock, and material movers, hand",,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9630,Machine feeders and offbearers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9640,"Packers and packagers, hand",,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9645,Stockers and order fillers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9650,Pumping station operators,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9720,Refuse and recyclable material collectors,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9760,Other material moving workers,,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9800,Military officer special and tactical operations leaders,,55-0000,Military Specific Occupations,,,true,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9810,First-line enlisted military supervisors,,55-0000,Military Specific Occupations,,,true,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,9825,Military enlisted tactical operations and air/weapons specialists and crew members,,55-0000,Military Specific Occupations,,,true,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
SOC_2018_DETAIL,11-1011,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-1021,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-1031,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-2011,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-2021,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-2022,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-2030,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3012,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3013,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3021,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3031,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3051,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3061,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3071,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3111,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3121,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-3131,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9013,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9021,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9030,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9041,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9051,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9070,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9081,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9111,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9121,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9131,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9141,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9151,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9161,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9171,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9179,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,11-9199,,,11-0000,Management Occupations,1,Management Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1011,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1021,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1022,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1023,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1030,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1041,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1051,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1070,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1081,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1082,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1111,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1121,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1131,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1141,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1151,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1161,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-1199,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2011,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2020,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2031,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2041,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2051,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2052,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2053,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2061,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2070,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2081,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-2082,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,13-20XX,,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1211,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1212,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1221,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1230,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1241,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1244,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-124X,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1251,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1252,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1253,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1254,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1255,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-1299,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-2011,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-2021,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-2031,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-2041,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,15-20XX,,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-1011,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-1012,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-1020,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2011,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
