source_system,source_occ_code,source_occ_title,census_occ_code_range,soc_major_group_code,soc_major_group_title,occ22_id,occ22_label,is_military_excluded,notes
CPS_PRDTOCC1,1,Management occupations,0010-0440,11-0000,Management Occupations,1,Management Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,2,Business and financial operations occupations,0500-0960,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,3,Computer and mathematical science occupations,1005-1240,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,4,Architecture and engineering occupations,1305-1560,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,5,"Life, physical, and social science occupations",1600-1980,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,6,Community and social service occupation,2001-2060,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,7,Legal occupations,2100-2180,23-0000,Legal Occupations,7,Legal Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,8,"Education, training, and library occupations",2205-2550,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,9,"Arts, design, entertainment, sports, and media occupations",2600-2970,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",9,"Arts, Design, Entertainment, Sports, and Media Occupations",false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,10,Healthcare practitioner and technical occupations,3000-3550,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,11,Healthcare support occupations,3600-3655,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,12,Protective service occupations,3700-3960,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,13,Food preparation and serving related occupations,4000-4160,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,14,Building and grounds cleaning and maintenance occupations,4200-4255,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,15,Personal care and service occupations,4300-4655,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,16,Sales and related occupations,4700-4965,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,17,Office and administrative support occupations,5000-5940,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,18,"Farming, fishing, and forestry occupations",6005-6130,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,19,Construction and extraction occupations,6200-6950,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,20,"Installation, maintenance, and repair occupations",7000-7640,49-0000,"Installation, Maintenance, and Repair Occupations",20,"Installation, Maintenance, and Repair Occupations",false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,21,Production occupations,7700-8990,51-0000,Production Occupations,21,Production Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,22,Transportation and material moving occupations,9005-9760,53-0000,Transportation and Material Moving Occupations,22,Transportation and Material Moving Occupations,false,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PRDTOCC1,23,Armed Forces,9840,55-0000,Military Specific Occupations,,,true,Census CPS Occupation Codes PDF Appendix 10; PRDTOCC1 Basic CPS
CPS_PEIO1OCD_2018,0010,Chief executives,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0020,General and operations managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0030,Legislators,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0040,Advertising and promotions managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0051,Marketing managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0052,Sales managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0060,Public relations and fundraising managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0101,Administrative services managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0102,Facilities managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0110,Computer and information systems managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0120,Financial managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0135,Compensation and benefits managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0136,Human resources managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0137,Training and development managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0140,Industrial production managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0150,Purchasing managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0160,"Transportation, storage, and distribution managers",,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0205,"Farmers, ranchers, and other agricultural managers",,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0220,Construction managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0230,Education and childcare administrators,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0300,Architectural and engineering managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0310,Food service managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0325,Funeral home managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0335,Entertainment and recreation managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0340,Lodging managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0350,Medical and health services managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0360,Natural sciences managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0400,Postmasters and mail superintendents,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0410,"Property, real estate, and community association managers",,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0420,Social and community service managers,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0425,Emergency management directors,,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0426,"Personal service managers, all other",,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0440,"Managers, all other",,11-0000,Management Occupations,1,Management Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0500,"Agents and business managers of artists, performers, and athletes",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0510,"Buyers and purchasing agents, farm products",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0520,"Wholesale and retail buyers, except farm products",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0530,"Purchasing agents, except wholesale, retail, and farm products",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0540,"Claims adjusters, appraisers, examiners, and investigators",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0565,Compliance officers,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0600,Cost estimators,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0630,Human resources workers,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0640,"Compensation, benefits, and job analysis specialists",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0650,Training and development specialists,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0700,Logisticians,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0705,Project management specialists,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0710,Management analysts,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0725,"Meeting, convention, and event planners",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0726,Fundraisers,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0735,Market research analysts and marketing specialists,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0750,"Business operations specialists, all other",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0800,Accountants and auditors,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0810,Property appraisers and assessors,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0820,Budget analysts,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0830,Credit analysts,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0845,Financial and investment analysts,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0850,Personal financial advisors,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0860,Insurance underwriters,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0900,Financial examiners,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0910,Credit counselors and loan officers,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0930,"Tax examiners and collectors, and revenue agents",,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0940,Tax preparers,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,0960,Other financial specialists,,13-0000,Business and Financial Operations Occupations,2,Business and Financial Operations Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1005,Computer and information research scientists,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1006,Computer systems analysts,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1007,Information security analysts,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1010,Computer programmers,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1021,Software developers,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1022,Software quality assurance analysts and testers,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1031,Web developers,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1032,Web and digital interface designers,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1050,Computer support specialists,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1065,Database administrators and architects,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1105,Network and computer systems administrators,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1106,Computer network architects,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1108,"Computer occupations, all other",,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1200,Actuaries,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1210,Mathematicians,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1220,Operations research analysts,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1230,Statisticians,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1240,Other mathematical science occupations,,15-0000,Computer and Mathematical Occupations,3,Computer and Mathematical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1305,"Architects, except landscape and naval",,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1306,Landscape architects,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1310,"Surveyors, cartographers, and photogrammetrists",,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1320,Aerospace engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1330,Agricultural engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1340,Bioengineers and biomedical engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1350,Chemical engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1360,Civil engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1400,Computer hardware engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1410,Electrical and electronics engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1420,Environmental engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1430,"Industrial engineers, including health and safety",,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1440,Marine engineers and naval architects,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1450,Materials engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1460,Mechanical engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1500,"Mining and geological engineers, including mining safety engineers",,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1510,Nuclear engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1520,Petroleum engineers,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1530,"Engineers, all other",,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1541,Architectural and civil drafters,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1545,Other drafters,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1551,Electrical and electronic engineering technologists and technicians,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1555,"Other engineering technologists and technicians, except drafters",,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1560,Surveying and mapping technicians,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1600,Agricultural and food scientists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1610,Biological scientists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1640,Conservation scientists and foresters,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1650,Medical scientists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1660,"Life scientists, all other",,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1700,Astronomers and physicists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1710,Atmospheric and space scientists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1720,Chemists and materials scientists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1745,"Environmental scientists and specialists, including health",,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1750,"Geoscientists and hydrologists, except geographers",,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1760,"Physical scientists, all other",,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1800,Economists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1815,Survey researchers,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,1821,Clinical and counseling psychologists,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
