source_program,source_code,source_label,source_level,naics_reference,sector6_code,sector6_label,mapping_rule,is_in_scope
CES,32311411,"Frozen fruit, juice, and vegetable manufacturing",ces_industry,311411,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311412,Frozen specialty food manufacturing,ces_industry,311412,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311420,"Fruit and vegetable canning, pickling, and drying",ces_industry,31142,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311500,Dairy product manufacturing,ces_industry,3115,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311511,Fluid milk manufacturing,ces_industry,311511,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311600,Animal slaughtering and processing,ces_industry,3116,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311611,"Animal, except poultry, slaughtering",ces_industry,311611,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311613,"Meat processed from carcasses, rendering, and meat byproduct processing",ces_industry,"311612,3",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311615,Poultry processing,ces_industry,311615,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311700,Seafood product preparation and packaging,ces_industry,3117,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311800,Bakeries and tortilla manufacturing,ces_industry,3118,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311810,Bread and bakery product manufacturing,ces_industry,31181,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311811,Retail bakeries,ces_industry,311811,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311813,"Commercial bakeries and frozen cakes, pies, and other pastries manufacturing",ces_industry,"311812,3",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311830,"Cookie, cracker, pasta, and tortilla manufacturing",ces_industry,"31182,3",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311900,Other food manufacturing,ces_industry,3119,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311910,Snack food manufacturing,ces_industry,31191,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32311990,"Coffee, tea, flavoring syrup and concentrate, seasoning, dressing, and other food manufacturing",ces_industry,"31192,3,4,9",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32313000,Textile mills,ces_industry,313,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32313200,Fabric mills,ces_industry,3132,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32314000,Textile product mills,ces_industry,314,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32314100,Textile furnishings mills,ces_industry,3141,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32314900,Other textile product mills,ces_industry,3149,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32315000,Apparel manufacturing,ces_industry,315,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32315250,Cut and sew apparel manufacturing (except contractors),ces_industry,31525,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32322000,Paper manufacturing,ces_industry,322,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32322100,"Pulp, paper, and paperboard mills",ces_industry,3221,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32322200,Converted paper product manufacturing,ces_industry,3222,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32322210,Paperboard container manufacturing,ces_industry,32221,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32322220,Paper bag and coated and treated paper manufacturing,ces_industry,32222,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32322290,Stationery and other converted paper products,ces_industry,"32223,9",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32323000,Printing and related support activities,ces_industry,323,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32323113,Commercial screen printing,ces_industry,323113,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32323117,Commercial and book printing (except screen) and support activities for printing,ces_industry,"323111,17,20",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32324000,Petroleum and coal products manufacturing,ces_industry,324,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32324110,Petroleum refineries,ces_industry,32411,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32324190,"Asphalt paving, roofing, saturated materials, and other petroleum and coal products manufacturing",ces_industry,"32412,9",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325000,Chemical manufacturing,ces_industry,325,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325100,Basic chemical manufacturing,ces_industry,3251,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325180,"Petrochemical, industrial gas, synthetic dye, pigment, and other basic inorganic chemical manufacturing",ces_industry,"32511,2,3,8",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325190,Other basic organic chemical manufacturing,ces_industry,32519,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325200,"Resin, synthetic rubber, and artificial and synthetic fibers and filaments manufacturing",ces_industry,3252,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325211,Plastics material and resin manufacturing,ces_industry,325211,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325300,"Pesticide, fertilizer, and other agricultural chemical manufacturing",ces_industry,3253,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325400,Pharmaceutical and medicine manufacturing,ces_industry,3254,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325412,Pharmaceutical preparation manufacturing,ces_industry,325412,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325414,"Medicinal, botanical, in-vitro diagnostic substance, and biological product manufacturing",ces_industry,"325411,3,4",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325500,"Paint, coating, and adhesive manufacturing",ces_industry,3255,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325600,"Soap, cleaning compound, and toilet preparation manufacturing",ces_industry,3256,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325610,Soap and cleaning compound manufacturing,ces_industry,32561,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325620,Toilet preparation manufacturing,ces_industry,32562,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32325900,Other chemical product and preparation manufacturing,ces_industry,3259,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326000,Plastics and rubber products manufacturing,ces_industry,326,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326100,Plastics product manufacturing,ces_industry,3261,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326110,Plastics packaging materials and unlaminated film and sheet manufacturing,ces_industry,32611,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326120,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",ces_industry,32612,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326150,"Polystyrene, urethane, and other foam product manufacturing",ces_industry,"32614,5",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326160,"Laminated plastics plate, sheet (except packaging), shape, and plastics bottle manufacturing",ces_industry,"32613,6",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326190,Other plastics product manufacturing,ces_industry,32619,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326200,Rubber product manufacturing,ces_industry,3262,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326210,Tire manufacturing,ces_industry,32621,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32326290,"Rubber and plastics hoses, belting, and other rubber product manufacturing",ces_industry,"32622,9",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32329000,"Beverage, tobacco, and leather and allied product manufacturing",ces_industry,"312,6",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32329100,Beverage manufacturing,ces_industry,3121,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32329110,Soft drinks and ice,ces_industry,31211,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32329111,Soft drinks,ces_industry,312111,MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32329140,"Breweries, wineries, and distilleries",ces_industry,"31212,3,4",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,32329900,Other miscellaneous nondurable goods manufacturing,ces_industry,"3122,60",MFG,Manufacturing,naics2_manufacturing_from_ces_naics,1
CES,40000000,"Trade, transportation, and utilities",ces_industry,-,,,ces_no_naics_or_total,0
CES,41420000,Wholesale trade,ces_industry,42,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423000,"Merchant wholesalers, durable goods",ces_industry,423,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423100,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,ces_industry,4231,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423110,Automobile and other motor vehicle merchant wholesalers,ces_industry,42311,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423120,Motor vehicle supplies and new parts merchant wholesalers,ces_industry,42312,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423200,Furniture and home furnishing merchant wholesalers,ces_industry,4232,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423210,Furniture merchant wholesalers,ces_industry,42321,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423220,Home furnishing merchant wholesalers,ces_industry,42322,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423300,Lumber and other construction materials merchant wholesalers,ces_industry,4233,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers",ces_industry,42331,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423320,"Brick, stone, and related construction material merchant wholesalers",ces_industry,42332,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423390,"Roofing, siding, insulation, and other construction material merchant wholesalers",ces_industry,"42333,9",,,out_of_scope_six_sector_from_ces_naics,0
CES,41423400,Professional and commercial equipment and supplies merchant wholesalers,ces_industry,4234,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423420,Office equipment merchant wholesalers,ces_industry,42342,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423430,Computer and computer peripheral equipment and software merchant wholesalers,ces_industry,42343,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423450,"Medical, dental, and hospital equipment and supplies merchant wholesalers",ces_industry,42345,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423490,"Ophthalmic goods and photographic, commercial, and professional equipment and supplies merchant wholesalers",ces_industry,"42341,4,6,9",,,out_of_scope_six_sector_from_ces_naics,0
CES,41423500,Metal and mineral (except petroleum) merchant wholesalers,ces_industry,4235,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423600,Household appliances and electrical and electronic goods merchant wholesalers,ces_industry,4236,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423610,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",ces_industry,42361,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423690,"Household appliances, electric housewares, consumer electronics, and other electronic parts and equipment merchant wholesalers",ces_industry,"42362,9",,,out_of_scope_six_sector_from_ces_naics,0
CES,41423700,"Hardware, and plumbing and heating equipment and supplies merchant wholesalers",ces_industry,4237,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423710,Hardware merchant wholesalers,ces_industry,42371,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423720,"Plumbing, heating, and hydronics equipment and supplies merchant wholesalers",ces_industry,42372,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423740,"Warm air heating, air-conditioning, and refrigeration equipment and supplies merchant wholesalers",ces_industry,"42373,4",,,out_of_scope_six_sector_from_ces_naics,0
CES,41423800,"Machinery, equipment, and supplies merchant wholesalers",ces_industry,4238,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423810,Construction and mining (except oil well) machinery and equipment merchant wholesalers,ces_industry,42381,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423820,Farm and garden machinery and equipment merchant wholesalers,ces_industry,42382,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423830,Industrial machinery and equipment merchant wholesalers,ces_industry,42383,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423840,Industrial supplies merchant wholesalers,ces_industry,42384,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423850,Service establishment equipment and supplies merchant wholesalers,ces_industry,42385,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423860,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,ces_industry,42386,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423900,Miscellaneous durable goods merchant wholesalers,ces_industry,4239,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423910,Sporting and recreational goods and supplies merchant wholesalers,ces_industry,42391,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423930,Recyclable material merchant wholesalers,ces_industry,42393,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423940,"Jewelry, watch, precious stone, and precious metal merchant wholesalers",ces_industry,42394,,,out_of_scope_six_sector_from_ces_naics,0
CES,41423990,Toy and hobby goods and supplies and other miscellaneous durable goods merchant wholesalers,ces_industry,"42392,9",,,out_of_scope_six_sector_from_ces_naics,0
CES,41424000,"Merchant wholesalers, nondurable goods",ces_industry,424,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424100,Paper and paper product merchant wholesalers,ces_industry,4241,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424120,"Printing and writing paper, stationery, and office supplies merchant wholesalers",ces_industry,"42411,2",,,out_of_scope_six_sector_from_ces_naics,0
CES,41424130,Industrial and personal service paper merchant wholesalers,ces_industry,42413,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424200,Drugs and druggists' sundries merchant wholesalers,ces_industry,4242,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424300,"Apparel, piece goods, and notions merchant wholesalers",ces_industry,4243,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424340,"Footwear, piece goods, notions, and other dry goods merchant wholesalers",ces_industry,"42431,4",,,out_of_scope_six_sector_from_ces_naics,0
CES,41424350,Clothing and clothing accessories merchant wholesalers,ces_industry,42435,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424400,Grocery and related product merchant wholesalers,ces_industry,4244,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424410,General line grocery merchant wholesalers,ces_industry,42441,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424420,Packaged frozen food merchant wholesalers,ces_industry,42442,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424450,Confectionery merchant wholesalers,ces_industry,42445,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424470,"Dairy product (except dried or canned), poultry product, fish, seafood, meat, and meat product merchant wholesalers",ces_industry,"42443,4,6,7",,,out_of_scope_six_sector_from_ces_naics,0
CES,41424480,Fresh fruit and vegetable merchant wholesalers,ces_industry,42448,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424490,Other grocery and related products merchant wholesalers,ces_industry,42449,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424500,Farm product raw material merchant wholesalers,ces_industry,4245,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424510,Grain and field bean merchant wholesalers,ces_industry,42451,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424600,Chemical and allied products merchant wholesalers,ces_industry,4246,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424700,Petroleum and petroleum products merchant wholesalers,ces_industry,4247,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424800,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",ces_industry,4248,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424810,Beer and ale merchant wholesalers,ces_industry,42481,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424820,Wine and distilled alcoholic beverage merchant wholesalers,ces_industry,42482,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424900,Miscellaneous nondurable goods merchant wholesalers,ces_industry,4249,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424910,Farm supplies merchant wholesalers,ces_industry,42491,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424930,"Flower, nursery stock, and florists' supplies merchant wholesalers",ces_industry,42493,,,out_of_scope_six_sector_from_ces_naics,0
CES,41424990,All other nondurable goods merchant wholesalers,ces_industry,"42492,4,5,9",,,out_of_scope_six_sector_from_ces_naics,0
CES,41425000,Wholesale trade agents and brokers,ces_industry,425,,,out_of_scope_six_sector_from_ces_naics,0
CES,42000000,Retail trade,ces_industry,-,,,ces_no_naics_or_total,0
CES,42441000,Motor vehicle and parts dealers,ces_industry,441,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441100,Automobile dealers,ces_industry,4411,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441110,New car dealers,ces_industry,44111,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441120,Used car dealers,ces_industry,44112,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441200,Other motor vehicle dealers,ces_industry,4412,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441210,Recreational vehicle dealers,ces_industry,44121,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441220,"Motorcycle, boat, and other motor vehicle dealers",ces_industry,44122,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441300,"Automotive parts, accessories, and tire retailers",ces_industry,4413,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441330,Automotive parts and accessories retailers,ces_industry,44133,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42441340,Tire dealers,ces_industry,44134,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42444000,Building material and garden equipment and supplies dealers,ces_industry,444,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42444100,Building material and supplies dealers,ces_industry,4441,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42444140,Hardware retailers,ces_industry,44414,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42444180,"Home centers, paint, wallpaper, and other building material dealers",ces_industry,"44411,2,8",RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42444200,Lawn and garden equipment and supplies retailers,ces_industry,4442,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42444230,Outdoor power equipment retailers,ces_industry,44423,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42444240,"Nursery, garden center, and farm supply retailers",ces_industry,44424,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445000,Food and beverage retailers,ces_industry,445,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445100,Grocery and convenience retailers,ces_industry,4451,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445110,Supermarkets and other grocery retailers (except convenience retailers),ces_industry,44511,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445130,Convenience retailers and vending machine operators,ces_industry,44513,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445131,Convenience retailers,ces_industry,445131,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445132,Vending machine operators,ces_industry,445132,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445200,Specialty food retailers,ces_industry,4452,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445230,Fruit and vegetable retailers,ces_industry,44523,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445250,"Meat, fish, and seafood retailers",ces_industry,"44524,5",RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445290,Other specialty food retailers,ces_industry,44529,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445292,"Baked goods, confectionery, and nut retailers",ces_industry,"445291,2",RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445298,All other specialty food retailers,ces_industry,445298,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42445300,"Beer, wine, and liquor retailers",ces_industry,4453,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42449000,"Furniture, home furnishings, electronics, and appliance retailers",ces_industry,449,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42449100,Furniture and home furnishings retailers,ces_industry,4491,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42449110,Furniture retailers,ces_industry,44911,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42449120,Home furnishings retailers,ces_industry,44912,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42449121,Floor covering retailers,ces_industry,449121,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42449129,Window treatment and all other home furnishings retailers,ces_industry,"449122,9",RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42449200,Electronics and appliance retailers,ces_industry,4492,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42455000,General merchandise retailers,ces_industry,455,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42455100,Department stores,ces_industry,4551,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42455200,"Warehouse clubs, supercenters, and other general merchandise retailers",ces_industry,4552,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42456000,Health and personal care retailers,ces_industry,456,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42456110,Pharmacies and drug retailers,ces_industry,45611,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42456120,"Cosmetics, beauty supplies, and perfume retailers",ces_industry,45612,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42456130,Optical goods retailers,ces_industry,45613,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42456190,Other health and personal care retailers,ces_industry,45619,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42456191,Food (health) supplement retailers,ces_industry,456191,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42456199,All other health and personal care retailers,ces_industry,456199,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42457000,Gasoline stations and fuel dealers,ces_industry,457,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42457100,Gasoline stations,ces_industry,4571,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42457110,Gasoline stations with convenience stores,ces_industry,45711,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42457120,Other gasoline stations,ces_industry,45712,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42457200,Fuel dealers,ces_industry,4572,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42458000,"Clothing, clothing accessories, shoe, and jewelry retailers",ces_industry,458,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42458100,Clothing and clothing accessories retailers,ces_industry,4581,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42458200,Shoe retailers,ces_industry,4582,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42458300,"Jewelry, luggage, and leather goods retailers",ces_industry,4583,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459000,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers",ces_industry,459,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459100,"Sporting goods, hobby, and musical instrument retailers",ces_industry,4591,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459110,Sporting goods retailers,ces_industry,45911,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459120,"Hobby, toy, and game retailers",ces_industry,45912,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459130,"Sewing, needlework, and piece goods retailers",ces_industry,45913,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459140,Musical instrument and supplies retailers,ces_industry,45914,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459200,Book retailers and news dealers,ces_industry,4592,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459300,Florists,ces_industry,4593,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459400,"Office supplies, stationery, and gift retailers",ces_industry,4594,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459410,Office supplies and stationery retailers,ces_industry,45941,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459420,"Gift, novelty, and souvenir retailers",ces_industry,45942,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459500,Used merchandise retailers,ces_industry,4595,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459900,Other miscellaneous retailers,ces_industry,4599,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459910,Pet and pet supplies retailers,ces_industry,45991,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459920,Art dealers,ces_industry,45992,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459990,Manufactured (mobile) home dealers and all other miscellaneous retailers,ces_industry,"45993,9",RET,Retail trade,naics2_retail_from_ces_naics,1
CES,42459991,"Tobacco, electronic cigarette, and other smoking supplies retailers",ces_industry,459991,RET,Retail trade,naics2_retail_from_ces_naics,1
CES,43000000,Transportation and warehousing,ces_industry,-,,,ces_no_naics_or_total,0
CES,43481000,Air transportation,ces_industry,481,,,out_of_scope_six_sector_from_ces_naics,0
CES,43481100,Scheduled air transportation,ces_industry,4811,,,out_of_scope_six_sector_from_ces_naics,0
CES,43481200,Nonscheduled air transportation,ces_industry,4812,,,out_of_scope_six_sector_from_ces_naics,0
CES,43482000,Rail transportation,ces_industry,482,,,out_of_scope_six_sector_from_ces_naics,0
CES,43483000,Water transportation,ces_industry,483,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484000,Truck transportation,ces_industry,484,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484100,General freight trucking,ces_industry,4841,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484110,"General freight trucking, local",ces_industry,48411,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484120,"General freight trucking, long-distance",ces_industry,48412,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484121,"General freight trucking, long-distance, truckload",ces_industry,484121,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484122,"General freight trucking, long-distance, less than truckload",ces_industry,484122,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484200,Specialized freight trucking,ces_industry,4842,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484210,Used household and office goods moving,ces_industry,48421,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484220,"Specialized freight (except used goods) trucking, local",ces_industry,48422,,,out_of_scope_six_sector_from_ces_naics,0
CES,43484230,"Specialized freight (except used goods) trucking, long-distance",ces_industry,48423,,,out_of_scope_six_sector_from_ces_naics,0
CES,43485000,Transit and ground passenger transportation,ces_industry,485,,,out_of_scope_six_sector_from_ces_naics,0
CES,43485300,Taxi and limousine service,ces_industry,4853,,,out_of_scope_six_sector_from_ces_naics,0
CES,43485400,School and employee bus transportation,ces_industry,4854,,,out_of_scope_six_sector_from_ces_naics,0
CES,43485500,"Urban transit systems and interurban, rural, and charter bus transportation",ces_industry,"4851,2,5",,,out_of_scope_six_sector_from_ces_naics,0
CES,43485900,Other transit and ground passenger transportation,ces_industry,4859,,,out_of_scope_six_sector_from_ces_naics,0
CES,43486000,Pipeline transportation,ces_industry,486,,,out_of_scope_six_sector_from_ces_naics,0
CES,43487000,Scenic and sightseeing transportation,ces_industry,487,,,out_of_scope_six_sector_from_ces_naics,0
CES,43488000,Support activities for transportation,ces_industry,488,,,out_of_scope_six_sector_from_ces_naics,0
CES,43488100,Support activities for air transportation,ces_industry,4881,,,out_of_scope_six_sector_from_ces_naics,0
CES,43488300,Support activities for water transportation,ces_industry,4883,,,out_of_scope_six_sector_from_ces_naics,0
