source_program,source_code,source_label,source_level,naics_reference,sector6_code,sector6_label,mapping_rule,is_in_scope
CES,43488320,Marine cargo handling,ces_industry,48832,,,out_of_scope_six_sector_from_ces_naics,0
CES,43488400,Support activities for road transportation,ces_industry,4884,,,out_of_scope_six_sector_from_ces_naics,0
CES,43488500,Freight transportation arrangement,ces_industry,4885,,,out_of_scope_six_sector_from_ces_naics,0
CES,43488900,"Other support activities for transportation, including rail",ces_industry,"4882,9",,,out_of_scope_six_sector_from_ces_naics,0
CES,43492000,Couriers and messengers,ces_industry,492,,,out_of_scope_six_sector_from_ces_naics,0
CES,43492100,Couriers and express delivery services,ces_industry,4921,,,out_of_scope_six_sector_from_ces_naics,0
CES,43492200,Local messengers and delivery and private postal service,ces_industry,"49111,221",,,out_of_scope_six_sector_from_ces_naics,0
CES,43493000,Warehousing and storage,ces_industry,493,,,out_of_scope_six_sector_from_ces_naics,0
CES,43493110,General warehousing and storage,ces_industry,49311,,,out_of_scope_six_sector_from_ces_naics,0
CES,43493120,Refrigerated warehousing and storage,ces_industry,49312,,,out_of_scope_six_sector_from_ces_naics,0
CES,43493190,"Other warehousing and storage, including farm product",ces_industry,"49313,9",,,out_of_scope_six_sector_from_ces_naics,0
CES,44220000,Utilities,ces_industry,22,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221100,"Electric power generation, transmission and distribution",ces_industry,2211,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221110,Electric power generation,ces_industry,22111,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221112,Fossil fuel electric power generation,ces_industry,221112,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221118,"Hydroelectric and nuclear, solar, wind, geothermal, biomass, and other electric power generation",ces_industry,"221111,3-8",,,out_of_scope_six_sector_from_ces_naics,0
CES,44221120,"Electric power transmission, control, and distribution",ces_industry,22112,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221121,Electric bulk power transmission and control,ces_industry,221121,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221122,Electric power distribution,ces_industry,221122,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221200,Natural gas distribution,ces_industry,2212,,,out_of_scope_six_sector_from_ces_naics,0
CES,44221300,"Water, sewage, and other systems",ces_industry,2213,,,out_of_scope_six_sector_from_ces_naics,0
CES,50000000,Information,ces_industry,51,INF,Information,naics2_information_from_ces_naics,1
CES,50512000,Motion picture and sound recording industries,ces_industry,512,INF,Information,naics2_information_from_ces_naics,1
CES,50512110,Motion picture and video production,ces_industry,51211,INF,Information,naics2_information_from_ces_naics,1
CES,50512130,Motion picture and video exhibition,ces_industry,51213,INF,Information,naics2_information_from_ces_naics,1
CES,50513000,Publishing industries,ces_industry,513,INF,Information,naics2_information_from_ces_naics,1
CES,50513100,"Newspaper, periodical, book, and directory publishers",ces_industry,5131,INF,Information,naics2_information_from_ces_naics,1
CES,50513110,Newspaper publishers,ces_industry,51311,INF,Information,naics2_information_from_ces_naics,1
CES,50513120,Periodical publishers,ces_industry,51312,INF,Information,naics2_information_from_ces_naics,1
CES,50513130,Book publishers,ces_industry,51313,INF,Information,naics2_information_from_ces_naics,1
CES,50513190,"Directory, mailing list, and other publishers",ces_industry,"51314,9",INF,Information,naics2_information_from_ces_naics,1
CES,50513200,Software publishers,ces_industry,5132,INF,Information,naics2_information_from_ces_naics,1
CES,50516000,Broadcasting and content providers,ces_industry,516,INF,Information,naics2_information_from_ces_naics,1
CES,50516100,Radio and television broadcasting stations,ces_industry,5161,INF,Information,naics2_information_from_ces_naics,1
CES,50516110,Radio broadcasting stations,ces_industry,51611,INF,Information,naics2_information_from_ces_naics,1
CES,50516120,Television broadcasting stations,ces_industry,51612,INF,Information,naics2_information_from_ces_naics,1
CES,50516200,"Media streaming distribution services, social networks, and other media networks and content providers",ces_industry,5162,INF,Information,naics2_information_from_ces_naics,1
CES,50517000,Telecommunications,ces_industry,517,INF,Information,naics2_information_from_ces_naics,1
CES,50517100,Wired and wireless telecommunications (except satellite),ces_industry,5171,INF,Information,naics2_information_from_ces_naics,1
CES,50517110,Wired and wireless telecommunications carriers (except satellite),ces_industry,51711,INF,Information,naics2_information_from_ces_naics,1
CES,50517111,Wired telecommunications carriers,ces_industry,517111,INF,Information,naics2_information_from_ces_naics,1
CES,50517112,Wireless telecommunications carriers (except satellite),ces_industry,517112,INF,Information,naics2_information_from_ces_naics,1
CES,50517120,Telecommunications resellers,ces_industry,51712,INF,Information,naics2_information_from_ces_naics,1
CES,50517800,All other telecommunications,ces_industry,"5174,8",INF,Information,naics2_information_from_ces_naics,1
CES,50518000,"Computing infrastructure providers, data processing, web hosting, and related services",ces_industry,518,INF,Information,naics2_information_from_ces_naics,1
CES,50519000,"Web search portals, libraries, archives, and other information services",ces_industry,519,INF,Information,naics2_information_from_ces_naics,1
CES,50519210,Libraries and archives,ces_industry,51921,INF,Information,naics2_information_from_ces_naics,1
CES,50519290,Web search portals and all other information services,ces_industry,51929,INF,Information,naics2_information_from_ces_naics,1
CES,55000000,Financial activities,ces_industry,-,,,ces_no_naics_or_total,0
CES,55520000,Finance and insurance,ces_industry,52,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55521000,Monetary authorities-central bank,ces_industry,521,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522000,Credit intermediation and related activities,ces_industry,522,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522100,Depository credit intermediation,ces_industry,5221,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522110,Commercial banking,ces_industry,52211,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522130,Credit unions,ces_industry,52213,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522180,Savings institutions and other depository credit intermediation,ces_industry,52218,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522200,Nondepository credit intermediation,ces_industry,5222,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522210,Credit card issuing,ces_industry,52221,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522220,Sales financing,ces_industry,52222,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522290,Other nondepository credit intermediation,ces_industry,52229,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522291,Consumer lending,ces_industry,522291,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522292,Real estate credit,ces_industry,522292,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522299,"International, secondary market, and all other nondepository credit intermediation",ces_industry,522299,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522300,Activities related to credit intermediation,ces_industry,5223,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522310,Mortgage and nonmortgage loan brokers,ces_industry,52231,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522320,"Financial transactions processing, reserve, and clearinghouse activities",ces_industry,52232,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55522390,Other activities related to credit intermediation,ces_industry,52239,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55523000,"Securities, commodity contracts, funds, trusts, and other financial vehicles, investments, and related activities",ces_industry,"523,5",FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55523150,Investment banking and securities intermediation,ces_industry,52315,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55523200,"Securities and commodity contracts brokerage, intermediation, and exchanges",ces_industry,"5231,2",FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55523900,"Funds, trusts, and other financial vehicles and investment activities",ces_industry,"5239,50",FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55523910,Miscellaneous intermediation,ces_industry,52391,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55523940,Portfolio management and investment advice,ces_industry,52394,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55523990,All other financial investment activities,ces_industry,"52399,500",FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524000,Insurance carriers and related activities,ces_industry,524,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524100,Insurance carriers,ces_industry,5241,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524110,"Direct life, health, and medical insurance carriers",ces_industry,52411,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524120,"Direct insurance (except life, health, and medical) carriers",ces_industry,52412,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524126,Direct property and casualty insurance carriers,ces_industry,524126,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524128,"Direct title insurance and other direct insurance (except life, health, and medical) carriers",ces_industry,"524127,8",FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524130,Reinsurance carriers,ces_industry,52413,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524200,"Agencies, brokerages, and other insurance related activities",ces_industry,5242,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524210,Insurance agencies and brokerages,ces_industry,52421,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524290,Other insurance related activities,ces_industry,52429,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524291,Claims adjusting,ces_industry,524291,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524292,Pharmacy benefit management and other third party administration of insurance and pension funds,ces_industry,524292,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55524298,All other insurance related activities,ces_industry,524298,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55530000,Real estate and rental and leasing,ces_industry,53,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531000,Real estate,ces_industry,531,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531100,Lessors of real estate,ces_industry,5311,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531110,Lessors of residential buildings and dwellings,ces_industry,53111,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531120,Lessors of nonresidential buildings (except miniwarehouses),ces_industry,53112,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531130,Lessors of miniwarehouses and self-storage units,ces_industry,53113,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531190,Lessors of other real estate property,ces_industry,53119,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531200,Offices of real estate agents and brokers,ces_industry,5312,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531300,Activities related to real estate,ces_industry,5313,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531310,Real estate property managers,ces_industry,53131,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531311,Residential property managers,ces_industry,531311,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531312,Nonresidential property managers,ces_industry,531312,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531320,Offices of real estate appraisers,ces_industry,53132,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55531390,Other activities related to real estate,ces_industry,53139,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532000,Rental and leasing services,ces_industry,532,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532100,Automotive equipment rental and leasing,ces_industry,5321,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532110,Passenger car rental and leasing,ces_industry,53211,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532120,"Truck, utility trailer, and recreational vehicle (RV) rental and leasing",ces_industry,53212,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532200,Consumer goods rental,ces_industry,5322,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532283,Home health equipment rental,ces_industry,532283,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532300,General rental centers,ces_industry,5323,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532400,Commercial and industrial machinery and equipment rental and leasing,ces_industry,5324,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532410,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",ces_industry,53241,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55532490,"Office, commercial, and industrial machinery and equipment rental and leasing",ces_industry,"53242,9",FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,55533000,Lessors of nonfinancial intangible assets (except copyrighted works),ces_industry,533,FAS,Financial activities,naics2_finance_or_real_estate_from_ces_naics,1
CES,60000000,Professional and business services,ces_industry,-,,,ces_no_naics_or_total,0
CES,60540000,"Professional, scientific, and technical services",ces_industry,54,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541100,Legal services,ces_industry,5411,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541110,Offices of lawyers,ces_industry,54111,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541190,Other legal services,ces_industry,54119,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541200,"Accounting, tax preparation, bookkeeping, and payroll services",ces_industry,5412,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541211,Offices of certified public accountants,ces_industry,541211,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541213,Tax preparation services,ces_industry,541213,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541214,Payroll services,ces_industry,541214,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541219,Other accounting services,ces_industry,541219,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541300,"Architectural, engineering, and related services",ces_industry,5413,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541310,Architectural services,ces_industry,54131,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541320,Landscape architectural services,ces_industry,54132,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541340,Engineering and drafting services,ces_industry,"54133,4",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541370,"Building inspection, surveying, and mapping services",ces_industry,"54135,6,7",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541380,Testing laboratories and services,ces_industry,54138,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541400,Specialized design services,ces_industry,5414,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541410,Interior design services,ces_industry,54141,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541430,Graphic design services,ces_industry,54143,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541500,Computer systems design and related services,ces_industry,5415,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541511,Custom computer programming services,ces_industry,541511,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541512,Computer systems design services,ces_industry,541512,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541513,Computer facilities management services,ces_industry,541513,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541519,Other computer related services,ces_industry,541519,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541600,"Management, scientific, and technical consulting services",ces_industry,5416,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541610,Management consulting services,ces_industry,54161,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541611,Administrative management and general management consulting services,ces_industry,541611,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541612,Human resources consulting services,ces_industry,541612,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541613,Marketing consulting services,ces_industry,541613,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541614,"Process, physical distribution, and logistics consulting services",ces_industry,541614,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541618,Other management consulting services,ces_industry,541618,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541620,Environmental consulting services,ces_industry,54162,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541690,Other scientific and technical consulting services,ces_industry,54169,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541700,Scientific research and development services,ces_industry,5417,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541710,"Research and development in the physical, engineering, and life sciences",ces_industry,54171,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541713,Research and development in nanotechnology,ces_industry,541713,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541714,"Research and development in biotechnology, except nanobiotechnology",ces_industry,541714,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541715,"Research and development in the physical, engineering, and life sciences, except nanotechnology and biotechnology",ces_industry,541715,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541720,Research and development in the social sciences and humanities,ces_industry,54172,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541800,"Advertising, public relations, and related services",ces_industry,5418,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541810,Advertising agencies,ces_industry,54181,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541820,Public relations agencies,ces_industry,54182,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541840,Media buying agencies and media representatives,ces_industry,"54183,4",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541850,Indoor and outdoor display advertising,ces_industry,54185,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541860,Direct mail advertising,ces_industry,54186,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541890,Advertising material distribution and other services related to advertising,ces_industry,"54187,9",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541900,"Other professional, scientific, and technical services",ces_industry,5419,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541910,Marketing research and public opinion polling,ces_industry,54191,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541920,Photographic services,ces_industry,54192,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541940,Veterinary services,ces_industry,54194,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60541990,"Translation, interpretation, and all other professional, scientific, and technical services",ces_industry,"54193,9",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60550000,Management of companies and enterprises,ces_industry,55,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60551112,Offices of bank and other holding companies,ces_industry,"551111,2",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60551114,"Corporate, subsidiary, and regional managing offices",ces_industry,551114,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60560000,Administrative and support and waste management and remediation services,ces_industry,56,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561000,Administrative and support services,ces_industry,561,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561100,Office administrative services,ces_industry,5611,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561200,Facilities support services,ces_industry,5612,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561300,Employment services,ces_industry,5613,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561310,Employment placement agencies and executive search services,ces_industry,56131,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561311,Employment placement agencies,ces_industry,561311,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561312,Executive search services,ces_industry,561312,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561320,Temporary help services,ces_industry,56132,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561330,Professional employer organizations,ces_industry,56133,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561400,Business support services,ces_industry,5614,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561410,Document preparation services,ces_industry,56141,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561420,Telephone call centers,ces_industry,56142,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561421,Telephone answering services,ces_industry,561421,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561422,Telemarketing bureaus and other contact centers,ces_industry,561422,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561430,Business service centers,ces_industry,56143,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561440,Collection agencies,ces_industry,56144,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561490,"Repossession, court reporting, stenotype, and other business support services and credit bureaus",ces_industry,"56145,9",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561499,All other business support services,ces_industry,561499,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561500,Travel arrangement and reservation services,ces_industry,5615,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561510,Travel agencies,ces_industry,56151,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561520,Tour operators,ces_industry,56152,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561590,Other travel arrangement and reservation services,ces_industry,56159,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561600,Investigation and security services,ces_industry,5616,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561610,"Investigation, guard, and armored car services",ces_industry,56161,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561611,Investigation and personal background check services,ces_industry,561611,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561613,"Security guards, patrol services, and armored car services",ces_industry,"561612,3",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561620,Security systems services,ces_industry,56162,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561700,Services to buildings and dwellings,ces_industry,5617,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561710,Exterminating and pest control services,ces_industry,56171,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561720,Janitorial services,ces_industry,56172,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561730,Landscaping services,ces_industry,56173,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561740,Carpet and upholstery cleaning services,ces_industry,56174,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561790,Other services to buildings and dwellings,ces_industry,56179,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561900,Other support services,ces_industry,5619,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561910,Packaging and labeling services,ces_industry,56191,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561920,Convention and trade show organizers,ces_industry,56192,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60561990,All other support services,ces_industry,56199,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562000,Waste management and remediation services,ces_industry,562,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562100,Waste collection,ces_industry,5621,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562111,Solid waste collection,ces_industry,562111,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562119,Hazardous and other waste collection,ces_industry,"562112,9",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562200,Waste treatment and disposal,ces_industry,5622,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562211,Hazardous waste treatment and disposal,ces_industry,562211,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562219,"Solid waste landfill, combustors, and incinerators and other nonhazardous waste treatment and disposal",ces_industry,"562212,3,9",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562900,Remediation and other waste management services,ces_industry,5629,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562910,Remediation services,ces_industry,56291,PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,60562990,Materials recovery facilities and other waste management services,ces_industry,"56292,9",PBS,Professional and business services,naics2_professional_management_admin_from_ces_naics,1
CES,65000000,Private education and health services,ces_industry,-,,,ces_no_naics_or_total,0
CES,65610000,Private educational services,ces_industry,61,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611100,Private elementary and secondary schools,ces_industry,6111,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611300,"Private junior colleges, colleges, universities, and professional schools",ces_industry,"6112,3",PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611400,Private business schools and computer and management training,ces_industry,6114,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611420,Private business and secretarial schools and private computer training,ces_industry,"61141,2",PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611430,Private professional and management development training,ces_industry,61143,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611500,Private technical and trade schools,ces_industry,6115,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611512,Private flight training,ces_industry,611512,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611513,Private cosmetology and barber schools and apprenticeship training,ces_industry,"611511,3",PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611519,Other private technical and trade schools,ces_industry,611519,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611600,Other private schools and instruction,ces_industry,6116,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611610,Private fine arts schools,ces_industry,61161,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611620,Private sports and recreation instruction,ces_industry,61162,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611690,Private language schools and all other private schools and instruction,ces_industry,"61163,9",PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611691,Private exam preparation and tutoring,ces_industry,611691,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611699,Private miscellaneous schools and instruction,ces_industry,611699,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
CES,65611700,Private educational support services,ces_industry,6117,PBS,Professional and business services,naics2_educational_services_maps_to_PBS_from_ces_naics,1
